Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
maven,org.apache.maven.project,DefaultMavenProjectBuilderTest,rereadPom_mng7063,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,ExtensionDescriptorBuilderTest,testEmptyDescriptor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
maven,org.apache.maven.project,ExtensionDescriptorBuilderTest,testCompleteDescriptor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,GraphTest,testGraph,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 34
maven,org.apache.maven.project,GraphTest,testCycleDetection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
maven,org.apache.maven.project,GraphTest,testDfs,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
maven,org.apache.maven.project,MavenProjectTest,testShouldInterpretChildPathAdjustmentBasedOnModulePaths,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,MavenProjectTest,testIdentityProtoInheritance,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,MavenProjectTest,testClone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,MavenProjectTest,testCloneWithDependencyManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
maven,org.apache.maven.project,MavenProjectTest,testCloneWithActiveProfile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,MavenProjectTest,testCloneWithBaseDir,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,MavenProjectTest,testUndefinedOutputDirectory,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,PomConstructionTest,testEmptyUrl,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,PomConstructionTest,testProfileModules,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testParentInheritance,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,PomConstructionTest,testProfilePropertiesInterpolation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testBuildPluginInterpolation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
maven,org.apache.maven.project,PomConstructionTest,testReportingPluginInterpolation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
maven,org.apache.maven.project,PomConstructionTest,testDuplicateDependenciesCauseLastDeclarationToBePickedInLenientMode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testPluginManagementDependencies,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testPluginOrder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testErroneousJoiningOfDifferentPluginsWithEqualDependencies,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
maven,org.apache.maven.project,PomConstructionTest,testErroneousJoiningOfDifferentPluginsWithEqualExecutionIds,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
maven,org.apache.maven.project,PomConstructionTest,testExecutionConfiguration,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testSingleConfigurationInheritance,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testConfigWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testConsecutiveEmptyElements,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,PomConstructionTest,testOrderOfGoalsFromPluginExecutionWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testOrderOfGoalsFromPluginExecutionWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testOrderOfPluginExecutionsWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testOrderOfPluginExecutionsWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testOrderOfMergedPluginExecutionsWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testOrderOfMergedPluginExecutionsWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testDifferentContainersWithSameId,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testOrderOfMergedPluginExecutionGoalsWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testOrderOfMergedPluginExecutionGoalsWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testOverridingOfInheritedPluginExecutionsWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testOverridingOfInheritedPluginExecutionsWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testOrderOfMergedPluginDependenciesWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
maven,org.apache.maven.project,PomConstructionTest,testOrderOfMergedPluginDependenciesWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
maven,org.apache.maven.project,PomConstructionTest,testInterpolationOfNestedBuildDirectories,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testAppendArtifactIdOfChildToInheritedUrls,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
maven,org.apache.maven.project,PomConstructionTest,testAppendArtifactIdOfParentAndChildToInheritedUrls,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
maven,org.apache.maven.project,PomConstructionTest,testNonInheritedElementsInSubtreesOverriddenByChild,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
maven,org.apache.maven.project,PomConstructionTest,testXmlTextCoalescing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testInterpolationWithBasedirAlignedDirectories,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
maven,org.apache.maven.project,PomConstructionTest,testInterpolationOfBasedirInPomWithUnusualName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testOrderOfPluginConfigurationElementsWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
maven,org.apache.maven.project,PomConstructionTest,testOrderOfPluginConfigurationElementsWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
maven,org.apache.maven.project,PomConstructionTest,testOrderOfPluginExecutionConfigurationElementsWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testOrderOfPluginExecutionConfigurationElementsWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testMergeOfInheritedPluginConfiguration,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
maven,org.apache.maven.project,PomConstructionTest,testAppendOfInheritedPluginConfigurationWithNoProfile,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,PomConstructionTest,testAppendOfInheritedPluginConfigurationWithActiveProfile,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,PomConstructionTest,testMultiplePluginExecutionsWithAndWithoutIdsWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testMultiplePluginExecutionsWithAndWithoutIdsWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testDependencyOrderWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
maven,org.apache.maven.project,PomConstructionTest,testDependencyOrderWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
maven,org.apache.maven.project,PomConstructionTest,testBuildDirectoriesUsePlatformSpecificFileSeparator,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,PomConstructionTest,testMergedFilterOrder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
maven,org.apache.maven.project,PomConstructionTest,testProfileInjectedDependencies,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
maven,org.apache.maven.project,PomConstructionTest,testDependencyInheritance,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testManagedProfileDependency,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
maven,org.apache.maven.project,PomConstructionTest,testUrlAppendWithChildPathAdjustment,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
maven,org.apache.maven.project,PomConstructionTest,testRepoInheritance,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testPluginConfigurationUsingAttributesWithoutPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
maven,org.apache.maven.project,PomConstructionTest,testPluginConfigurationUsingAttributesWithPluginManagement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
maven,org.apache.maven.project,PomConstructionTest,testPluginConfigurationUsingAttributesWithPluginManagementAndProfile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
maven,org.apache.maven.project,PomConstructionTest,testPomEncoding,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testInterpolationOfRfc3986BaseUri,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testReportingPluginConfig,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
maven,org.apache.maven.project,PomConstructionTest,testPropertiesNoDuplication,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testPomInheritance,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testCompleteModelWithoutParent,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,PomConstructionTest,testCompleteModelWithParent,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,PomConstructionTest,testPropertiesInheritance,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testInheritedPropertiesInterpolatedWithValuesFromChildWithoutProfiles,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testInheritedPropertiesInterpolatedWithValuesFromChildWithActiveProfiles,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testProfileDefaultActivation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testBooleanInterpolation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testBuildExtensionInheritance,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
maven,org.apache.maven.project,PomConstructionTest,testJdkActivation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
maven,org.apache.maven.project,PomConstructionTest,testPercentEncodedUrlsMustNotBeDecoded,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
maven,org.apache.maven.project,PomConstructionTest,testProfilePlugins,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testDependencyScope,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,PomConstructionTest,testPluginExecutionInheritanceWhenChildDoesNotDeclarePlugin,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testPluginExecutionInheritanceWhenChildDoesDeclarePluginAsWell,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testLicensesAreInheritedButNotAggregated,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testDevelopersAreInheritedButNotAggregated,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testContributorsAreInheritedButNotAggregated,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testMailingListsAreInheritedButNotAggregated,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testPluginInheritanceOrder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testManagedPluginConfigurationAppliesToImplicitPluginsIntroducedByPackaging,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
maven,org.apache.maven.project,PomConstructionTest,testDefaultPluginsExecutionContributedByPackagingExecuteBeforeUserDefinedExecutions,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
maven,org.apache.maven.project,PomConstructionTest,testPluginDeclarationsRetainPomOrderAfterInjectionOfDefaultPlugins,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,PomConstructionTest,testPluginDeclarationsRetainPomOrderAfterInjectionOfDefaultPlugins,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
maven,org.apache.maven.project,ProjectBuilderTest,testSystemScopeDependencyIsPresentInTheCompileClasspathElements,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
maven,org.apache.maven.project,ProjectBuilderTest,testVersionlessManagedDependency,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
maven,org.apache.maven.project,ProjectBuilderTest,testResolveDependencies,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
